author,text
EAP,"['must', 'forget', 'stars', 'appeared', 'side', 'globe', 'turned', 'toward', 'moon', 'closer', 'larger', 'seemed']"
MWS,"['hoped', 'induce', 'grant', 'boat', 'could', 'pursue', 'enemy']"
EAP,"['may', 'get', 'thrilling', 'bit', 'superstition', 'upon', 'hint']"
MWS,"['heard', 'death', 'sons', 'wives', 'husbands', 'devoted', 'rending', 'ties', 'twisted', 'hearts', 'fibres', 'friend', 'losing', 'friend', 'young', 'mothers', 'mourning', 'first', 'born', 'moving', 'incidents', 'grouped', 'painted', 'mind', 'knowledge', 'persons', 'esteem', 'affection', 'sufferers']"
MWS,"['already', 'bought', 'farm', 'money', 'designed', 'pass', 'remainder', 'life', 'bestowed', 'whole', 'rival', 'together', 'remains', 'prize', 'money', 'purchase', 'stock', 'solicited', 'young', 'womans', 'father', 'consent', 'marriage', 'lover']"
EAP,"['consideration', 'motive', 'fails', 'two', 'motives', 'given', 'value', 'necessarily', 'value', 'united', 'equal', 'sum', 'values', 'apart']"
HPL,"['worked', 'largely', 'feeling', 'since', 'newly', 'gathered', 'clouds', 'hid', 'moon', 'though', 'progress', 'still', 'slow', 'felt', 'heartened', 'extent', 'encroachments', 'top', 'bottom', 'aperture']"
EAP,"['objected', 'pleading', 'haste', 'first', 'place', 'second', 'usual', 'horror', 'sight', 'lunatic']"
EAP,"['notwithstanding', 'obscurity', 'thus', 'envelops', 'date', 'foundation', 'vondervotteimittis', 'derivation', 'name', 'doubt', 'said', 'always', 'existed', 'find', 'epoch']"
EAP,"['ha', 'ha', 'ha', 'said', 'grace', 'third', 'day', 'decease']"
EAP,"['nice', 'bit', 'flummery', 'went', 'throats', 'people', 'delightfully']"
EAP,"['successive', 'one', 'multiple', 'evidence', 'proof', 'added', 'proof', 'multiplied', 'hundreds', 'thousands']"
MWS,"['many', 'books', 'feed', 'appetite', 'craving', 'things', 'let', 'turn', 'accounts', 'boccaccio', 'de', 'foe', 'browne']"
EAP,"['wisdom', 'ask', 'angels', 'freely', 'may', 'given', 'oinos']"
EAP,"['metal', 'earl', 'rosss', 'feet', 'diameter', 'inches', 'thick', 'edges', 'centre']"
HPL,"['head', 'turned', 'sharply', 'direction', 'eyes', 'fell', 'open', 'causing', 'stare', 'blank', 'amazement', 'beheld']"
MWS,"['word', 'spoken', 'present', 'session', 'topics']"
EAP,"['perhaps', 'clos', 'de', 'vougeot', 'little', 'heady', 'know', 'little', 'strong', 'understand', 'eh', 'sure', 'said', 'sure']"
HPL,"['immediate', 'problem', 'reach', 'ancient', 'railway', 'saw', 'safest', 'course', 'ahead', 'babson', 'street', 'west', 'lafayette', 'edging', 'around', 'crossing', 'open', 'space', 'homologous', 'one', 'traversed', 'subsequently', 'back', 'northward', 'westward', 'zigzagging', 'line', 'lafayette', 'bates', 'adams', 'bank', 'streets', 'latter', 'skirting', 'river', 'gorge', 'abandoned', 'dilapidated', 'station', 'seen', 'window']"
MWS,"['peasant', 'woman', 'perceiving', 'mother', 'fixed', 'eyes', 'wonder', 'admiration', 'lovely', 'girl', 'eagerly', 'communicated', 'history']"
MWS,"['chapter', 'vii', 'beating', 'heart', 'fearful', 'knew', 'dismissed', 'servant', 'locking', 'door', 'sat', 'read', 'fathers', 'letter']"
MWS,"['perditas', 'name', 'ever', 'joined', 'conjugal', 'felicity', 'celebrated', 'even', 'authentic', 'testimony', 'facts']"
MWS,"['came', 'room', 'elizabeth', 'retired']"
EAP,"['bust', 'general', 'unquestionably', 'finest', 'bust', 'ever', 'saw']"
EAP,"['even', 'age', 'although', 'call', 'young', 'gentleman', 'something', 'perplexed', 'little', 'degree']"
HPL,"['nevertheless', 'ancient', 'house', 'cliff', 'evening', 'men', 'see', 'lights', 'small', 'paned', 'windows']"
EAP,"['men', 'poets', 'living', 'perishing', 'amid', 'scorn', 'utilitarians', 'rough', 'pedants', 'arrogated', 'title', 'could', 'properly', 'applied', 'scorned', 'men', 'poets', 'pondered', 'piningly', 'yet', 'unwisely', 'upon', 'ancient', 'days', 'wants', 'simple', 'enjoyments', 'keen', 'days', 'mirth', 'word', 'unknown', 'solemnly', 'deep', 'toned', 'happiness', 'holy', 'august', 'blissful', 'days', 'blue', 'rivers', 'ran', 'undammed', 'hills', 'unhewn', 'far', 'forest', 'solitudes', 'primæval', 'odorous', 'unexplored']"
HPL,"['long', 'hour', 'watchers', 'gazed', 'whilst', 'vapours', 'swirled', 'screen', 'clouds', 'grew', 'thicker', 'restless']"
MWS,"['came', 'university', 'design', 'making', 'complete', 'master', 'oriental', 'languages', 'thus', 'open', 'field', 'plan', 'life', 'marked']"
EAP,"['nothing', 'example', 'difficult', 'convince', 'merely', 'general', 'reader', 'fact', 'sixes', 'thrown', 'twice', 'succession', 'player', 'dice', 'sufficient', 'cause', 'betting', 'largest', 'odds', 'sixes', 'thrown', 'third', 'attempt']"
HPL,"['natives', 'talked', 'policemen', 'seemed', 'first', 'perplexed', 'armitage', 'companions']"
EAP,"['speak', 'truth', 'especial', 'relish', 'amusement', 'time', 'particular', 'moment', 'would', 'willingly', 'declined', 'night', 'coming', 'felt', 'much', 'fatigued', 'exercise', 'already', 'taken', 'saw', 'mode', 'escape', 'fearful', 'disturbing', 'poor', 'friends', 'equanimity', 'refusal']"
MWS,"['resided', 'principally', 'latter', 'lives', 'parents', 'passed', 'considerable', 'seclusion']"
MWS,"['cup', 'life', 'poisoned', 'forever', 'although', 'sun', 'shone', 'upon', 'upon', 'happy', 'gay', 'heart', 'saw', 'around', 'nothing', 'dense', 'frightful', 'darkness', 'penetrated', 'light', 'glimmer', 'two', 'eyes', 'glared', 'upon']"
HPL,"['informant', 'noticed', 'many', 'times', 'heard', 'spoken', 'coming', 'secret', 'hoard', 'either', 'pirates', 'daemons']"
EAP,"['indeed', 'casting', 'large', 'lenses', 'required', 'mans', 'ingenuity', 'would', 'ultimately', 'prove', 'equal', 'task', 'might', 'size', 'demanded']"
HPL,"['interest', 'gradually', 'veered', 'away', 'unplumbed', 'voids', 'beyond', 'slanting', 'surfaces', 'since', 'appeared', 'purpose', 'surfaces', 'concerned', 'side', 'already']"
EAP,"['word', 'balderdash', 'applied', 'oil', 'bob', 'fly', 'considered', 'singularly', 'pungent', 'appropriate']"
EAP,"['pinxit', 'availed', 'opportunity', 'retouch', 'sketch', 'taken', 'upon', 'spot', 'admirable', 'painting', 'marsyas', 'flayed', 'alive']"
EAP,"['vibration', 'pendulum', 'right', 'angles', 'length']"
MWS,"['particularly', 'mark', 'night', 'hurried', 'last', 'scene', 'tragedy', 'else', 'might', 'dwindled', 'long', 'years', 'listless', 'sorrow']"
MWS,"['inferior', 'actor', 'truth', 'made', 'excellent', 'went', 'announce', 'macduff', 'slaughter', 'family', 'afraid', 'speak', 'trembling', 'apprehension', 'burst', 'grief', 'audience', 'fellow', 'mime']"
HPL,"['column', 'seemed', 'thin', 'indeed', 'plodded', 'dreamily', 'gulf']"
MWS,"['alas', 'met', 'frowns', 'welcomed', 'smiles', 'beloved', 'father', 'shunned', 'either', 'treated', 'harshness', 'heart', 'breaking', 'coldness']"
EAP,"['scarcely', 'anything', 'add']"
EAP,"['remotely', 'ancient', 'date', 'can', 'not', 'doubted']"
EAP,"['automaton', 'invariably', 'win', 'game']"
MWS,"['nerveless', 'hands', 'neither', 'fell', 'trees', 'smooth', 'planks']"
MWS,"['insatiate', 'thirst', 'knowledge', 'boundless', 'affection', 'adrian', 'combined', 'keep', 'heart', 'understanding', 'occupied', 'consequently', 'happy']"
EAP,"['instant', 'three', 'sturdy', 'waiters', 'succeeded', 'depositing', 'safely', 'upon', 'table', 'enormous', 'dish', 'trencher', 'containing', 'supposed', 'monstrum', 'horrendum', 'informe', 'ingens', 'cui', 'lumen', 'ademptum']"
EAP,"['since', 'unaware', 'letter', 'possession', 'proceed', 'exactions']"
MWS,"['came', 'open', 'space', 'mountain', 'ruin', 'midst', 'announced', 'large', 'mosque', 'occupied', 'space', 'scattered', 'saw', 'various', 'articles', 'luxury', 'wealth', 'singed', 'destroyed', 'shewing', 'ruin', 'jewels', 'strings', 'pearls', 'embroidered', 'robes', 'rich', 'furs', 'glittering', 'tapestries', 'oriental', 'ornaments', 'seemed', 'collected', 'pile', 'destined', 'destruction', 'rain', 'stopped', 'havoc', 'midway']"
EAP,"['besides', 'grace', 'hated', 'scene', 'de', 'lomelette']"
HPL,"['small', 'paned', 'windows', 'largely', 'broken', 'nameless', 'air', 'desolation', 'hung', 'round', 'precarious', 'panelling', 'shaky', 'interior', 'shutters', 'peeling', 'wall', 'paper', 'falling', 'plaster', 'rickety', 'staircases', 'fragments', 'battered', 'furniture', 'still', 'remained']"
MWS,"['soon', 'conquered', 'latent', 'distaste', 'endeavoured', 'watch', 'perdita', 'keep', 'mind', 'every', 'thing', 'heard', 'disadvantage']"
EAP,"['detailed', 'interested', 'bewildered', 'although', 'perhaps', 'terms', 'general', 'manner', 'narration', 'weight']"
EAP,"['drum', 'hills', 'thing', 'unknown']"
EAP,"['air', 'distingué', 'pervading', 'whole', 'man', 'spoke', 'high', 'breeding', 'hinted', 'high', 'birth']"
MWS,"['come', 'delay', 'thou', 'tardy', 'one', 'behold', 'pleasant', 'potion', 'look', 'spirit', 'good', 'human', 'maid', 'invites', 'thee', 'winning', 'accents', 'oh', 'would', 'win', 'thee', 'says', 'come', 'drink']"
HPL,"['repeat', 'gentlemen', 'inquisition', 'fruitless']"
EAP,"['stepped', 'beneath', 'light', 'censer', 'two', 'circumstances', 'startling', 'nature', 'attracted', 'attention']"
MWS,"['peculiarities', 'character', 'rendered', 'sorrows', 'agonies', 'fancy', 'magnified', 'sensibility', 'made', 'ever', 'open', 'renewed', 'impression', 'love', 'envenomed', 'heart', 'piercing', 'sting']"
MWS,"['well', 'acquainted', 'accused']"
MWS,"['started', 'threw', 'neck', 'gasped', 'sobbed', 'took', 'hand', 'leading', 'sofa', 'sat', 'near']"
MWS,"['lovers', 'joined', 'supped', 'together', 'alcove']"
EAP,"['conquers', 'assault']"
EAP,"['chief', 'amusements', 'gunning', 'fishing', 'sauntering', 'along', 'beach', 'myrtles', 'quest', 'shells', 'entomological', 'specimens', 'collection', 'latter', 'might', 'envied', 'swammerdamm']"
MWS,"['raymond', 'continued', 'act', 'part', 'dear', 'girl', 'appear', 'weak', 'unworthy', 'fit', 'excite', 'disdain', 'love']"
EAP,"['course', 'suspicion', 'consequence', 'communications', 'public', 'attention', 'directed', 'articles', 'found', 'boys', 'suspicion', 'might', 'may', 'well', 'articles', 'found', 'boys', 'reason', 'articles', 'thicket', 'deposited', 'late', 'period', 'date', 'shortly', 'prior', 'date', 'communications', 'guilty', 'authors', 'communications']"
HPL,"['commenced', 'whispering', 'awe', 'el', 'ritmo', 'señor', 'el', 'ritmo', 'de', 'la', 'tierra', 'throb', 'ground', 'also', 'heard', 'heard', 'shivered', 'without', 'knowing']"
EAP,"['thing', 'easily', 'done']"
EAP,"['finally', 'lightened', 'box', 'removing', 'two', 'thirds', 'contents', 'enabled', 'trouble', 'raise', 'hole']"
HPL,"['wind', 'sweeps', 'boisterous', 'north', 'past', 'high', 'ancient', 'house', 'one', 'firmament', 'broken', 'last', 'ominous', 'brooding', 'silence', 'ever', 'bane', 'kingsports', 'maritime', 'cotters']"
EAP,"['letting', 'go', 'hold', 'upon', 'rod', 'placing', 'feet', 'securely', 'wall', 'springing', 'boldly', 'might', 'swung', 'shutter', 'close', 'imagine', 'window', 'open', 'time', 'might', 'even', 'swung', 'room']"
HPL,"['capn', 'ebenezer', 'holt', 'traded', 'thet', 'sixty', 'eight', 'kilt', 'war']"
EAP,"['indeed', 'perceived', 'entirely', 'overdone', 'business', 'main', 'consequences', 'shock', 'yet', 'experienced']"
MWS,"['paused', 'lost', 'thought']"
MWS,"['dismissed', 'guests', 'therefore', 'went', 'thoughtful', 'sad', 'await', 'events', 'store']"
EAP,"['said', 'exceedingly', 'clear', 'although', 'ingenious', 'still', 'simple', 'explicit']"
EAP,"['absurd', 'twattle', 'scarcely', 'good', 'enough', 'hum', 'drum', 'rowdy', 'dow', 'goosetherumfoodle', 'things', 'practice', 'publishing', 'mother', 'gooses', 'melodies', 'original', 'lyrics']"
HPL,"['time', 'grew', 'impatient', 'bleak', 'intervals', 'day', 'began', 'buying', 'drugs', 'order', 'increase', 'periods', 'sleep']"
MWS,"['languid', 'many', 'hours', 'passed', 'could', 'reach', 'cottage', 'dragging', 'slow', 'steps', 'often', 'resting', 'wet', 'earth', 'unable', 'proceed']"
EAP,"['affidavits', 'character', 'readily', 'made', 'matter', 'mystification']"
EAP,"['one', 'two', 'smaller', 'bouquets', 'adorned', 'mantel', 'late', 'violets', 'clustered', 'open', 'windows']"
MWS,"['arrived', 'base', 'pinions', 'furled', 'mighty', 'stairs', 'step', 'step', 'must', 'ascend', 'wondrous', 'fane', 'speak', 'door', 'opened']"
MWS,"['arrived', 'kishan', 'th', 'july']"
MWS,"['cavern', 'shape', 'stage', 'assumed', 'beetling', 'rocks', 'glare', 'fire', 'misty', 'shades', 'crossed', 'scene', 'times', 'music', 'harmony', 'witch', 'like', 'fancies', 'permitted', 'imagination', 'revel', 'without', 'fear', 'contradiction', 'reproof', 'reason', 'heart']"
MWS,"['looks', 'upon', 'study', 'odious', 'fetter', 'time', 'spent', 'open', 'air', 'climbing', 'hills', 'rowing', 'lake']"
MWS,"['soul', 'fading', 'spark', 'nature', 'frail', 'spent', 'wave', 'dedicate', 'intellect', 'strength', 'remains', 'one', 'work', 'take', 'upon', 'task', 'far', 'able', 'bestowing', 'blessings', 'fellow', 'men', 'voice', 'trembled', 'eyes', 'cast', 'hands', 'clasped', 'fragile', 'person', 'bent', 'excess', 'emotion']"
HPL,"['noiseless', 'infinity', 'eddied', 'around', 'dreamer', 'wafted', 'away', 'without', 'even', 'touching', 'body', 'leaned', 'stiffly', 'lonely', 'window', 'days', 'counted', 'mens', 'calendars', 'tides', 'far', 'spheres', 'bare', 'gently', 'join', 'dreams', 'longed', 'dreams', 'men', 'lost']"
EAP,"['years', 'years', 'may', 'pass', 'away', 'memory', 'epoch', 'never']"
HPL,"['transmitted', 'idea', 'formed', 'rapidly', 'mind', 'though', 'actual', 'language', 'employed', 'habitual', 'association', 'conception', 'expression', 'great', 'seemed', 'receiving', 'message', 'ordinary', 'english']"
HPL,"['morning', 'strange', 'pulls', 'space', 'seemed', 'lessened', 'though', 'replaced', 'another', 'sensation', 'even', 'inexplicable']"
MWS,"['yet', 'fear', 'even', 'fear', 'things', 'state', 'linked', 'chain', 'memory', 'happiness', 'would', 'return', 'even', 'paradise', 'must', 'feel', 'love', 'less', 'enduring', 'mortal', 'beatings', 'fragile', 'heart', 'every', 'pulse', 'knells', 'audibly', 'funeral', 'note', 'love', 'deep', 'buried', 'without', 'resurrection']"
EAP,"['length', 'put', 'affairs', 'order', 'took', 'seat', 'early', 'one', 'morning', 'mail', 'stage', 'giving', 'understood', 'among', 'acquaintances', 'business', 'last', 'importance', 'required', 'immediate', 'personal', 'attendance', 'city']"
EAP,"['piquant', 'facts', 'similes']"
MWS,"['strange', 'admirable', 'shepherd', 'cumberland']"
EAP,"['condition', 'coupled', 'rendered', 'hesitation', 'course', 'matter', 'altogether', 'question']"
MWS,"['oppressed', 'recollection', 'various', 'misfortunes', 'swallowed', 'double', 'usual', 'quantity', 'soon', 'slept', 'profoundly']"
EAP,"['nt', 'like', 'de', 'look', 'oh', 'de', 'bug', 'mouff', 'would', 'nt', 'take', 'hold', 'ob', 'wid', 'finger', 'cotch', 'wid', 'piece', 'ob', 'paper', 'dat', 'found']"
HPL,"['farthermost', 'regions', 'remoteness', 'sound', 'softly', 'glided', 'existence']"
EAP,"['perpetually', 'kicking', 'heels', 'mr']"
EAP,"['say', 'however', 'second', 'instance', 'elopement', 'imagined']"
EAP,"['upon', 'point', 'satisfied', 'walk', 'around', 'building']"
MWS,"['commencement', 'summer', 'began', 'feel', 'mischief', 'taken', 'place', 'distant', 'countries', 'greater', 'first', 'suspected']"
MWS,"['never', 'hear', 'receive', 'last', 'words', 'mine', 'ever', 'reach', 'although', 'forfeited', 'filial', 'love', 'yet', 'regard', 'conjure', 'fathers', 'command']"
HPL,"['gawd', 'heaven', 'haff', 'face', 'top']"
EAP,"['trebled', 'however', 'could', 'done']"
MWS,"['side', 'soldiers', 'grasped', 'arms', 'firmly', 'looked', 'stern', 'glances', 'foe']"
MWS,"['man', 'might', 'respected', 'one', 'advantages', 'without', 'either', 'considered', 'except', 'rare', 'instances', 'vagabond', 'slave', 'doomed', 'waste', 'powers', 'profits', 'chosen', 'creation', 'creator', 'absolutely', 'ignorant', 'knew', 'possessed', 'money', 'friends', 'kind', 'property']"
MWS,"['evidently', 'declined', 'without', 'symptom', 'could', 'lead', 'us', 'suspect', 'disease', 'unless', 'indeed', 'brightened', 'eyes', 'animated', 'look', 'flustering', 'cheeks', 'made', 'us', 'dread', 'consumption', 'without', 'pain', 'fear']"
MWS,"['english', 'whether', 'travellers', 'residents', 'came', 'pouring', 'one', 'great', 'revulsive', 'stream', 'back', 'country', 'crowds', 'italians', 'spaniards']"
EAP,"['doubt', 'dozen', 'gangs', 'described', 'madame', 'deluc', 'vicinity', 'barrière', 'du', 'roule', 'period', 'tragedy']"
MWS,"['shall', 'ever', 'repay']"
HPL,"['long', 'found', 'zanns', 'eagerness', 'company', 'great', 'seemed', 'persuading', 'move', 'fifth', 'story']"
HPL,"['king', 'bade', 'put', 'away', 'tattered', 'purple', 'clothed', 'satin', 'cloth', 'gold', 'rings', 'green', 'jade', 'bracelets', 'tinted', 'ivory', 'lodged', 'gilded', 'tapestried', 'chamber', 'bed', 'sweet', 'carven', 'wood', 'canopies', 'coverlets', 'flower', 'embroidered', 'silk']"
EAP,"['senses', 'one', 'moment']"
EAP,"['surely', 'doomed', 'hover', 'continually', 'upon', 'brink', 'eternity', 'without', 'taking', 'final', 'plunge', 'abyss']"
EAP,"['sentiments', 'perfect', 'respect', 'humble', 'servant', 'johann', 'herman']"
HPL,"['professors', 'miskatonic', 'urged', 'slacken', 'voluntarily', 'cut', 'course', 'several', 'points']"
EAP,"['really', 'wish', 'well', 'relieve', 'excitement']"
HPL,"['young', 'gentleman', 'better', 'sure', 'wear', 'crucifix', 'joe', 'mazurewicz', 'given']"
EAP,"['open', 'key', 'still', 'door']"
HPL,"['amidst', 'elysian', 'realm', 'dwelt', 'stranger', 'sight', 'sound', 'familiar', 'uncounted', 'aeons', 'eternity', 'would', 'like', 'eternities', 'come']"
MWS,"['would', 'seized', 'eluded', 'quitted', 'house', 'precipitation']"
EAP,"['every', 'one', 'awaited', 'heartfelt', 'anxiety', 'reply', 'dignified', 'smith']"
HPL,"['continued', 'feel', 'wilcox', 'somehow', 'cognisant', 'old', 'data', 'uncle', 'possessed', 'imposing', 'veteran', 'scientist']"
HPL,"['used', 'talk', 'queer', 'foreign', 'kind', 'jewellery', 'sailors', 'refinery', 'men', 'sometimes', 'sold', 'sly', 'seen', 'twice', 'marsh', 'womenfolks']"
EAP,"['original', 'design', 'cross', 'british', 'channel', 'alight', 'near', 'paris', 'possible', 'voyagers', 'taken', 'precaution', 'prepare', 'passports', 'directed', 'parts', 'continent', 'specifying', 'nature', 'expedition', 'case', 'nassau', 'voyage', 'entitling', 'adventurers', 'exemption', 'usual', 'formalities', 'office', 'unexpected', 'events', 'however', 'rendered', 'passports', 'superfluous']"
HPL,"['doctor', 'came', 'medicine', 'case', 'asked', 'crisp', 'questions', 'removed', 'patients', 'outer', 'clothing', 'shoes', 'socks']"
EAP,"['could', 'return', 'would']"
EAP,"['fact', 'question', 'indeed', 'basis', 'eye', 'sore', 'trade']"
HPL,"['marshy', 'region', 'began', 'shortly', 'single', 'track', 'low', 'grassy', 'embankment', 'weedy', 'growth', 'somewhat', 'thinner']"
EAP,"['heart', 'grew', 'sick', 'account', 'dampness', 'catacombs']"
EAP,"['whole', 'feat', 'occupy', 'minute']"
EAP,"['alone', 'habited', 'white', 'robe', 'passed', 'directions', 'musically']"
MWS,"['shall', 'create', 'another', 'like', 'whose', 'joint', 'wickedness', 'might', 'desolate', 'world']"
EAP,"['makes', 'silence', 'host', 'observations', 'inferences']"
EAP,"['object', 'eyes', 'old', 'gentlemen', 'turned', 'sit', 'leather', 'bottomed', 'arm', 'chairs']"
HPL,"['saturday', 'th', 'spent', 'total', 'darkness', 'tormented', 'thoughts', 'memories', 'threatened', 'overcome', 'german']"
EAP,"['shown', 'body', 'drowning', 'man', 'becomes', 'specifically', 'heavier', 'bulk', 'water', 'would', 'sink', 'except', 'struggles', 'elevates', 'arms', 'surface', 'gasps', 'breath', 'beneath', 'surface', 'gasps', 'supply', 'water', 'place', 'original', 'air', 'lungs']"
MWS,"['call', 'boat', 'lowered', 'echoed', 'deck']"
MWS,"['welcomed', 'friend', 'therefore', 'cordial', 'manner', 'walked', 'towards', 'college']"
HPL,"['sorry', 'saw', 'would', 'passengers', 'bus']"
MWS,"['music', 'died', 'away', 'shouts', 'abruptly', 'ended', 'soldiers', 'cleared', 'space', 'carriage', 'drawn']"
HPL,"['end', 'cut', 'would', 'cross', 'track', 'swerve', 'safer', 'distance', 'meanwhile', 'must', 'exceedingly', 'careful']"
MWS,"['falsehood', 'artifice', 'hateful', 'though', 'still', 'thought', 'right', 'feeling', 'shame', 'guilt', 'came', 'painfully', 'upon']"
HPL,"['thought', 'nameless', 'swimmers', 'seen']"
MWS,"['delighted', 'surprised', 'embraced', 'imprinted', 'first', 'kiss', 'lips', 'became', 'livid', 'hue', 'death', 'features', 'appeared', 'change', 'thought', 'held', 'corpse', 'dead', 'mother', 'arms', 'shroud', 'enveloped', 'form', 'saw', 'grave', 'worms', 'crawling', 'folds', 'flannel']"
MWS,"['inspired', 'soldiers', 'sentiment']"
HPL,"['toward', 'middle', 'next', 'night', 'drowsed', 'chair', 'soon', 'woke', 'tangle', 'nightmares', 'almost', 'hideous', 'truths', 'menaces', 'mans', 'existence', 'uncovered']"
EAP,"['length', 'hit', 'upon', 'following', 'expedient', 'simple', 'may', 'seem', 'hailed', 'moment', 'discovery', 'invention', 'fully', 'equal', 'telescope', 'steam', 'engine', 'art', 'printing']"
EAP,"['could', 'recover', 'sight', 'lady', 'love', 'disappeared', 'irreparably', 'affronted', 'chose', 'consider', 'premeditated', 'rudeness', 'passing', 'ungreeted']"
MWS,"['could', 'behold', 'live']"
MWS,"['sitting', 'fire', 'physician', 'attended', 'ever', 'since', 'fever', 'left', 'looked', 'prescription', 'digitalis', 'prominent', 'medecine']"
HPL,"['screamed', 'aloud', 'afraid', 'never', 'could', 'afraid', 'others', 'screamed', 'solace']"
EAP,"['stand', 'beneath', 'hole']"
EAP,"['mansion', 'quite', 'fine', 'one', 'believe', 'furnished', 'good', 'taste']"
HPL,"['come', 'town', 'found', 'rose', 'wreathed', 'revellers', 'bound', 'house', 'house', 'leaning', 'windows', 'balconies', 'listened', 'songs', 'iranon', 'tossed', 'flowers', 'applauded', 'done']"
EAP,"['stepped', 'unobstructed', 'casement', 'withdrew', 'nail', 'difficulty', 'attempted', 'raise', 'sash']"
EAP,"['every', 'thing', 'rational', 'humanity', 'could', 'suggest']"
MWS,"['hoped', 'efforts', 'would', 'succeed', 'though', 'prisoner', 'sport', 'cruelty', 'mark', 'hate', 'would', 'rescued', 'danger', 'restored', 'happiness', 'power', 'honour', 'deserved']"
HPL,"['sandy', 'tongue', 'formed', 'inside', 'barrier', 'upon', 'saw', 'decrepit', 'cabins', 'moored', 'dories', 'scattered', 'lobster', 'pots']"
HPL,"['vault', 'refer', 'ancient', 'granite', 'weathered', 'discoloured', 'mists', 'dampness', 'generations']"
EAP,"['species', 'unutterable', 'horror', 'awe', 'language', 'mortality', 'sufficiently', 'energetic', 'expression', 'felt', 'heart', 'cease', 'beat', 'limbs', 'grow', 'rigid', 'sat']"
MWS,"['also', 'unfortunately', 'replied', 'father', 'indeed', 'rather', 'ever', 'ignorant', 'discovered', 'much', 'depravity', 'ungratitude', 'one', 'valued', 'highly']"
EAP,"['purpose', 'work', 'give', 'detail', 'picture', 'mr', 'landors', 'residence', 'found']"
HPL,"['books', 'learned', 'know']"
HPL,"['seemed', 'sense', 'close', 'presence', 'terrible', 'part', 'intruding', 'horror', 'glimpse', 'hellish', 'advance', 'black', 'dominion', 'ancient', 'passive', 'nightmare']"
HPL,"['changeling', 'spirit', 'supreme', 'irony', 'pickman', 'given', 'features', 'perceptible', 'resemblance']"
EAP,"['received', 'terrible', 'beating', 'rolled', 'sofa', 'lay', 'still']"
EAP,"['perhaps', 'said', 'reply', 'machine', 'described', 'altogether', 'comparison', 'chess', 'player', 'maelzel']"
EAP,"['mentioned', 'provinces', 'even', 'liberal', 'understanding', 'poetic', 'sentiment', 'declared', 'sentiment', 'capable', 'expatiating']"
HPL,"['two', 'biological', 'points', 'exceedingly', 'anxious', 'settle', 'first', 'whether', 'amount', 'consciousness', 'rational', 'action', 'possible', 'without', 'brain', 'proceeding', 'spinal', 'cord', 'various', 'nerve', 'centres', 'second', 'whether', 'kind', 'ethereal', 'intangible', 'relation', 'distinct', 'material', 'cells', 'may', 'exist', 'link', 'surgically', 'separated', 'parts', 'previously', 'single', 'living', 'organism']"
EAP,"['cue', 'perfect', 'imitation', 'lay', 'words', 'actions', 'admirably', 'play', 'part']"
EAP,"['way', 'fell', 'immense', 'populace', 'crowding', 'every', 'avenue', 'direction', 'exhibiting', 'every', 'action', 'wildest', 'excitement']"
EAP,"['disregarded', 'decora', 'mere', 'fashion']"
EAP,"['let', 'oppodeldoc', 'whoever', 'send', 'future', 'composition', 'like', 'character', 'hum', 'drum', 'lollipop', 'rowdy', 'dow', 'insert']"
HPL,"['end', 'three', 'men', 'arkham', 'old', 'white', 'bearded', 'dr', 'armitage', 'stocky', 'iron', 'grey', 'professor', 'rice', 'lean', 'youngish', 'dr', 'morgan', 'ascended', 'mountain', 'alone']"
EAP,"['greatest', 'height', 'ever', 'reached', 'man', 'feet', 'attained', 'aeronautic', 'expedition', 'messieurs', 'gay', 'lussac', 'biot']"
EAP,"['true', 'character', 'disorder', 'revelled', 'less', 'important', 'startling', 'changes', 'wrought', 'physical', 'frame', 'berenice', 'singular', 'appalling', 'distortion', 'personal', 'identity']"
EAP,"['sagacity', 'first', 'discovered', 'petty', 'thing', 'would', 'vex', 'question', 'never', 'could', 'solve', 'discovered', 'habitually', 'practised', 'annoyance']"
EAP,"['dull', 'shock', 'like', 'electricity', 'pervaded', 'frame', 'followed', 'total', 'loss', 'idea', 'contact']"
MWS,"['proud', 'noble', 'last', 'night', 'perdita', 'bestowed', 'magnificent', 'dazzling', 'heart', 'best', 'loves', 'gorgeous', 'rooms', 'princely', 'attendance', 'power', 'elevation', 'must', 'return', 'morrows', 'sun', 'rural', 'abode', 'would', 'buy', 'immortality', 'joy', 'endurance', 'one', 'week', 'sister', 'last']"
EAP,"['occupation', 'good', 'deal', 'somehow', 'quite', 'satisfied', 'finally', 'abandoned']"
EAP,"['meek', 'expire', 'humble', 'heart']"
EAP,"['one', 'bound', 'reached', 'feet', 'shrinking', 'touch', 'let', 'fall', 'head', 'unloosened', 'ghastly', 'cerements', 'confined', 'streamed', 'forth', 'rushing', 'atmosphere', 'chamber', 'huge', 'masses', 'long', 'dishevelled', 'hair', 'blacker', 'raven', 'wings', 'midnight', 'slowly', 'opened', 'eyes', 'figure', 'stood']"
MWS,"['friend', 'shortened', 'harangue', 'taking', 'mans', 'torch', 'proceeded', 'alone']"
EAP,"['next', 'point', 'regarded', 'matter', 'far', 'greater', 'importance']"
MWS,"['whole', 'island', 'three', 'miserable', 'huts', 'one', 'vacant', 'arrived']"
